,depth_ask_price_1,depth_ask_price_10,depth_ask_price_11,depth_ask_price_12,depth_ask_price_13,depth_ask_price_14,depth_ask_price_15,depth_ask_price_16,depth_ask_price_17,depth_ask_price_18,depth_ask_price_19,depth_ask_price_2,depth_ask_price_20,depth_ask_price_3,depth_ask_price_4,depth_ask_price_5,depth_ask_price_6,depth_ask_price_7,depth_ask_price_8,depth_ask_price_9,depth_ask_quantity_1,depth_ask_quantity_10,depth_ask_quantity_11,depth_ask_quantity_12,depth_ask_quantity_13,depth_ask_quantity_14,depth_ask_quantity_15,depth_ask_quantity_16,depth_ask_quantity_17,depth_ask_quantity_18,depth_ask_quantity_19,depth_ask_quantity_2,depth_ask_quantity_20,depth_ask_quantity_3,depth_ask_quantity_4,depth_ask_quantity_5,depth_ask_quantity_6,depth_ask_quantity_7,depth_ask_quantity_8,depth_ask_quantity_9,depth_bid_price_1,depth_bid_price_10,depth_bid_price_11,depth_bid_price_12,depth_bid_price_13,depth_bid_price_14,depth_bid_price_15,depth_bid_price_16,depth_bid_price_17,depth_bid_price_18,depth_bid_price_19,depth_bid_price_2,depth_bid_price_20,depth_bid_price_3,depth_bid_price_4,depth_bid_price_5,depth_bid_price_6,depth_bid_price_7,depth_bid_price_8,depth_bid_price_9,depth_bid_quantity_1,depth_bid_quantity_10,depth_bid_quantity_11,depth_bid_quantity_12,depth_bid_quantity_13,depth_bid_quantity_14,depth_bid_quantity_15,depth_bid_quantity_16,depth_bid_quantity_17,depth_bid_quantity_18,depth_bid_quantity_19,depth_bid_quantity_2,depth_bid_quantity_20,depth_bid_quantity_3,depth_bid_quantity_4,depth_bid_quantity_5,depth_bid_quantity_6,depth_bid_quantity_7,depth_bid_quantity_8,depth_bid_quantity_9,kline_base_volume,kline_close_price,kline_high_price,kline_low_price,kline_open_price,kline_quote_volume,kline_taker_base_volume,kline_taker_quote_volume,kline_time_since_update,kline_trade_number,kline_update_time
2020-04-02 16:03:10.136906,6662.07,6663.02,6663.98,6663.99,6664.0,6664.47,6664.51,6664.53,6664.59,6664.62,6664.7,6662.12,6664.96,6662.13,6662.15,6662.23,6662.28,6662.29,6662.93,6662.94,0.255097,0.25,0.184495,0.154409,0.03,0.316087,0.225152,0.090858,0.0425,0.2,0.294,0.090328,0.133689,4.0,0.003001,0.00324,0.142441,0.142343,0.550292,0.300202,6661.22,6659.75,6659.42,6659.41,6659.4,6659.36,6659.18,6659.17,6659.14,6658.97,6658.76,6660.97,6658.69,6660.96,6660.81,6660.47,6660.02,6660.01,6660.0,6659.93,0.004547,0.019018,0.141321,0.224841,0.139516,0.685388,0.300202,0.1,0.145893,0.297,0.150102,0.003002,0.183159,0.245591,0.207971,0.2,1.000089,0.045706,9.379226,0.04596,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,10135.8984375,425.0,1585832579999.0
2020-04-02 16:03:11.290817,6660.98,6663.29,6663.99,6664.0,6664.33,6664.51,6664.53,6664.62,6664.7,6664.8,6664.95,6661.26,6664.96,6661.27,6661.28,6661.31,6662.12,6662.13,6662.15,6663.02,3.007764,0.303,0.154409,0.03,0.150142,0.225152,0.090858,0.2,0.294,0.30122,0.2,0.14416,0.133689,0.142343,0.001801,0.004943,1.000017,3.858785,0.003001,0.25,6660.97,6658.69,6658.68,6658.52,6658.5,6658.35,6658.33,6658.09,6658.0,6657.58,6657.5,6660.16,6657.38,6660.0,6659.75,6659.36,6659.17,6659.14,6659.0,6658.76,0.003002,0.183159,0.126,0.300367,0.005931,0.245591,0.1,0.187643,0.03,0.499731,0.25,0.004127,0.2,9.526226,0.019018,0.685388,0.1,0.145893,0.2,0.150102,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,11288.78173828125,425.0,1585832579999.0
2020-04-02 16:03:12.464499,6660.82,6662.13,6662.15,6663.02,6663.29,6663.53,6663.83,6663.88,6663.89,6664.0,6664.24,6660.85,6664.45,6660.88,6660.89,6660.96,6661.22,6661.28,6661.86,6662.11,0.285037,3.858785,0.003001,0.25,0.303,0.150148,0.1,1.817927,0.4,0.03,0.150119,0.004842,0.0425,0.154409,4.0,2.327998,0.142343,0.001801,0.300202,0.30122,6660.11,6658.33,6658.17,6658.0,6657.7,6657.6,6657.59,6657.58,6657.38,6657.37,6657.36,6660.0,6657.35,6659.93,6659.75,6659.17,6659.14,6658.69,6658.56,6658.5,0.003023,0.1,0.25,0.03,1.25,0.2,0.137224,0.193731,0.2,0.186167,0.320606,9.379226,0.069493,0.00532,0.019018,0.1,0.145893,0.183159,0.300202,0.005931,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,12462.60791015625,425.0,1585832579999.0
2020-04-02 16:03:13.622721,6660.01,6661.28,6661.31,6661.91,6661.92,6662.0,6662.13,6662.15,6662.33,6662.52,6662.55,6660.12,6663.29,6660.39,6660.67,6660.82,6660.85,6660.88,6660.96,6661.22,1.0,0.001801,0.550202,0.005087,0.306,0.03,3.858785,0.003001,0.150185,0.388,0.150172,0.959394,0.303,0.0042,0.084587,0.616058,4.0,0.154409,2.327998,0.142343,6660.0,6657.58,6657.47,6657.35,6657.19,6656.95,6656.86,6656.76,6656.68,6656.65,6656.29,6659.66,6656.28,6659.17,6659.14,6658.69,6658.52,6658.5,6658.33,6657.59,7.268821,0.193731,0.300202,0.069493,0.019018,0.126,0.28,0.001652,0.025611,1.25,0.2,0.003722,0.055,0.184528,0.145893,0.183159,0.04552,0.005931,0.1,0.137224,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,13620.86865234375,425.0,1585832579999.0
2020-04-02 16:03:14.840459,6660.72,6662.15,6662.36,6663.02,6663.03,6663.21,6663.28,6663.29,6663.33,6663.61,6663.83,6660.85,6663.88,6660.86,6660.88,6660.96,6661.28,6662.0,6662.11,6662.13,4.0,0.003001,0.25,0.005203,0.150154,0.301091,0.2,0.303,0.150151,0.24,0.1,0.105954,1.817927,0.004953,0.154409,2.327998,0.001801,0.330202,0.2,3.858785,6660.25,6658.04,6657.6,6657.59,6657.58,6657.4,6657.19,6656.76,6656.68,6656.57,6656.28,6660.0,6656.21,6659.75,6659.17,6659.14,6658.7,6658.69,6658.5,6658.33,0.003242,0.28,0.2,0.137224,0.193731,1.25,0.019018,0.001652,0.025611,0.150151,0.055,7.268821,2.124724,0.199476,0.1,0.145893,0.109998,0.183159,0.005931,0.1,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,14839.265869140625,425.0,1585832579999.0
2020-04-02 16:03:16.030280,6660.68,6662.13,6662.15,6662.36,6663.01,6663.05,6663.21,6663.28,6663.29,6663.32,6663.33,6660.69,6663.61,6660.7,6660.87,6660.96,6661.2,6661.28,6662.0,6662.11,0.060041,3.858785,0.003001,0.25,0.150152,0.90068,0.301091,0.2,0.303,0.2,0.150151,4.157638,0.2,0.012228,0.33004,2.327998,0.149404,0.001801,0.330202,0.2,6660.05,6657.61,6657.6,6657.59,6657.58,6657.19,6656.77,6656.76,6656.68,6656.59,6656.58,6660.0,6656.57,6659.17,6659.14,6658.69,6658.51,6658.5,6658.33,6657.77,0.004176,0.2,0.2,0.137224,0.193731,0.019018,0.048679,0.001652,0.025611,1.25,0.245591,7.213882,0.150151,0.1,0.145893,0.183159,0.109998,0.005931,0.1,0.28,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,16029.521240234375,425.0,1585832579999.0
2020-04-02 16:03:17.220569,6660.96,6663.01,6663.05,6663.21,6663.28,6663.29,6663.32,6663.33,6663.43,6663.61,6663.82,6661.28,6663.83,6662.1,6662.11,6662.13,6662.15,6662.35,6662.36,6662.57,2.327998,0.150152,0.90068,0.301091,0.2,0.303,0.2,0.150151,0.25,0.2,0.3,0.001801,0.1,1.000067,0.2,3.858785,0.003001,0.225232,0.25,0.300202,6660.67,6658.39,6658.33,6658.0,6657.62,6657.61,6657.6,6657.59,6657.58,6657.49,6657.34,6660.01,6657.19,6660.0,6659.17,6659.14,6658.98,6658.7,6658.69,6658.5,2.0,0.14378,0.1,0.03,0.224892,0.2,0.2,0.137224,0.193731,0.28,1.25,0.038279,0.019018,9.16337,0.1,0.145893,0.300202,0.109998,0.183159,0.005931,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,17218.77880859375,425.0,1585832579999.0
2020-04-02 16:03:18.382095,6662.49,6664.53,6664.94,6664.96,6665.0,6665.4,6665.43,6665.53,6665.68,6666.0,6666.02,6662.92,6666.06,6662.99,6663.05,6663.71,6663.83,6664.35,6664.51,6664.52,0.003361,0.090858,0.7,0.133689,1.745487,0.076355,0.150104,0.25,0.055,0.03,0.215491,0.675013,2.378849,4.0,0.90068,0.15015,0.1,0.0425,0.154409,0.25,6661.81,6660.03,6660.01,6660.0,6659.78,6659.62,6659.41,6659.23,6659.17,6659.14,6659.04,6661.29,6658.72,6661.03,6660.96,6660.95,6660.82,6660.78,6660.15,6660.04,0.003682,1.655591,0.033645,9.21337,0.109998,0.28,0.309,1.25,0.1,0.145893,0.00309,0.206862,2.123882,0.2,0.109998,4.109997,0.300202,0.306,0.019018,0.041493,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,18381.5908203125,425.0,1585832579999.0
2020-04-02 16:03:19.518147,6661.58,6663.41,6663.52,6663.71,6663.83,6663.99,6664.0,6664.35,6664.53,6664.67,6664.96,6661.59,6665.0,6661.6,6661.67,6661.93,6662.64,6662.65,6662.91,6662.99,0.092305,0.25,0.300202,0.15015,0.1,0.4,0.03,0.0425,0.090858,0.306,0.133689,0.171723,1.745487,4.0,0.003002,1.4e-05,1.000043,4.0,0.1,4.0,6660.63,6659.14,6658.77,6658.73,6658.71,6658.69,6658.67,6658.52,6658.5,6658.33,6658.32,6660.07,6658.0,6660.06,6660.02,6660.01,6660.0,6659.73,6659.5,6659.17,0.003263,0.145893,0.149,0.6,0.499955,0.183159,0.150098,1.25,1.415931,0.1,0.126,0.204155,0.03,0.003002,0.22,0.033645,9.18337,0.109998,0.28,0.1,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,19515.498779296875,425.0,1585832579999.0
2020-04-02 16:03:20.689883,6660.91,6662.63,6662.65,6662.91,6662.99,6663.11,6663.41,6663.7,6663.71,6663.83,6664.0,6661.34,6664.35,6661.49,6661.54,6661.7,6661.71,6661.77,6661.91,6661.93,0.01557,1.000051,4.0,0.1,4.0,0.300202,0.25,0.2,0.15015,0.1,0.03,0.004761,0.0425,0.006002,0.047057,0.285064,0.171723,0.4,0.137045,1.4e-05,6660.53,6659.44,6659.17,6659.14,6658.91,6658.78,6658.77,6658.71,6658.69,6658.67,6658.5,6660.49,6658.33,6660.21,6660.18,6660.17,6660.01,6660.0,6659.73,6659.53,0.004401,0.20112,0.1,0.145893,0.28,0.2,0.149,0.499955,0.183159,0.150098,1.415931,0.01,0.1,0.199462,4.0,0.003002,0.033645,9.185314,0.109998,0.300202,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,20688.987060546875,425.0,1585832579999.0
2020-04-02 16:03:21.837863,6660.72,6663.11,6663.41,6663.67,6663.68,6663.69,6663.71,6664.0,6664.34,6664.35,6664.53,6660.91,6664.66,6661.13,6661.48,6661.49,6661.93,6662.9,6662.91,6662.99,1.4e-05,0.300202,0.25,0.2,0.2,0.225181,0.15015,0.03,0.2,0.0425,0.090858,2.8e-05,1.817699,0.004573,0.136971,0.006002,1.4e-05,0.4,0.1,4.0,6660.71,6660.01,6660.0,6659.73,6659.44,6659.19,6659.17,6659.14,6658.92,6658.77,6658.69,6660.58,6658.67,6660.54,6660.41,6660.38,6660.22,6660.18,6660.17,6660.02,2.3,0.033645,9.185314,0.109998,0.20112,0.300202,0.1,0.145893,0.2,0.149,0.183159,0.194937,0.150098,0.007295,0.199509,0.003873,1.00007,4.0,0.003002,0.132429,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,21836.955322265625,425.0,1585832579999.0
2020-04-02 16:03:23.029188,6662.22,6664.34,6664.52,6664.53,6664.7,6664.71,6664.85,6664.86,6664.96,6664.97,6664.98,6662.91,6665.0,6663.22,6663.96,6663.97,6663.99,6664.0,6664.22,6664.33,1.3e-05,0.2,0.090938,0.090858,0.250007,0.25,0.300227,0.300202,0.133689,1.000032,0.2,0.1,1.745487,0.004792,0.500038,0.1,0.4,0.03,0.0425,0.200035,6661.97,6660.98,6660.78,6660.76,6660.73,6660.71,6660.52,6660.21,6660.19,6660.18,6660.01,6661.96,6660.0,6661.95,6661.93,6661.92,6661.88,6661.75,6661.58,6661.5,0.202059,0.018485,0.300202,0.109998,0.127458,4.045112,0.149,0.150084,0.499955,4.0,0.033645,0.2,7.249218,0.015,0.140094,0.6,0.003015,4.0,0.003001,0.121577,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,23027.41748046875,425.0,1585832579999.0
2020-04-02 16:03:24.203961,6662.22,6664.33,6664.34,6664.52,6664.53,6664.63,6664.71,6664.83,6664.84,6664.95,6664.96,6662.69,6664.98,6663.11,6663.12,6663.96,6663.97,6663.99,6664.0,6664.22,0.047057,0.200035,0.2,0.090938,0.090858,0.300202,0.25,0.225187,0.225143,1.000045,0.133689,0.003793,0.2,0.141355,0.137139,0.500038,0.1,0.4,0.03,0.0425,6661.97,6660.83,6660.78,6660.76,6660.73,6660.71,6660.52,6660.21,6660.19,6660.18,6660.01,6661.96,6660.0,6661.88,6661.79,6661.59,6661.58,6661.5,6661.37,6660.98,0.02,0.537705,0.300202,0.109998,0.127458,4.045112,0.149,0.150084,0.499955,4.0,0.033645,0.2,7.249218,0.003015,0.202059,0.137139,0.003001,0.121577,1.050766,0.018485,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,24202.048583984375,425.0,1585832579999.0
2020-04-02 16:03:25.359684,6662.09,6664.7,6664.71,6664.83,6664.84,6664.87,6664.96,6664.98,6665.0,6665.37,6665.4,6663.27,6665.51,6663.94,6663.97,6664.22,6664.33,6664.34,6664.52,6664.53,1.3e-05,0.250055,0.25,0.225187,0.225143,0.300202,0.133689,0.2,1.745487,0.076452,0.076355,0.003813,0.055,0.10006,0.1,0.0425,0.200035,0.2,0.090938,0.090858,6662.08,6661.37,6660.98,6660.87,6660.78,6660.71,6660.52,6660.21,6660.19,6660.18,6660.06,6661.98,6660.01,6661.96,6661.92,6661.75,6661.59,6661.58,6661.5,6661.38,2.188951,1.050766,0.018485,0.300256,0.300202,4.045112,0.149,0.150084,0.499955,4.0,1.25,0.265583,0.033645,0.2,0.6,0.004722,0.124637,0.003001,0.121577,0.585058,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,25358.472412109375,425.0,1585832579999.0
2020-04-02 16:03:26.522295,6662.09,6663.97,6664.0,6664.2,6664.21,6664.22,6664.33,6664.34,6664.48,6664.51,6664.53,6662.96,6664.55,6663.22,6663.29,6663.71,6663.72,6663.84,6663.85,6663.93,1.3e-05,0.1,0.03,0.242579,0.2,0.0425,0.200035,0.2,0.699946,0.3,0.090858,0.003293,0.309,0.16509,0.25,0.300284,0.300202,0.304039,0.203953,0.1,6661.75,6660.18,6660.01,6660.0,6659.86,6659.5,6659.28,6659.24,6659.18,6659.17,6659.14,6661.48,6658.91,6661.47,6661.37,6660.98,6660.72,6660.71,6660.52,6660.41,0.0045,4.0,0.033645,7.219218,0.224782,1.25,0.25,0.28,0.499955,0.1,0.145893,0.114966,0.288,0.114877,1.050766,0.018485,1.00007,4.045112,0.149,0.300202,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,26521.502685546875,425.0,1585832579999.0
2020-04-02 16:03:27.692423,6662.24,6664.21,6664.22,6664.33,6664.34,6664.46,6664.47,6664.51,6664.53,6664.55,6664.63,6662.5,6664.73,6663.47,6663.52,6663.9,6663.97,6664.16,6664.17,6664.19,0.003001,0.2,0.0425,0.200035,0.2,1.000008,0.6,0.3,0.090858,0.309,2.379366,0.003014,0.15012,0.250007,0.25,0.100004,0.1,0.753478,0.310969,0.2,6661.75,6660.01,6660.0,6659.86,6659.58,6659.24,6659.18,6659.17,6659.14,6658.7,6658.69,6660.99,6658.55,6660.98,6660.75,6660.74,6660.72,6660.71,6660.19,6660.18,4.004688,0.033645,7.249218,0.224782,0.25,0.28,0.499955,0.1,0.145893,0.089031,0.183159,0.003001,0.148,0.018485,0.272999,0.117883,0.109998,0.045112,1.000096,4.0,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,27691.138427734375,425.0,1585832579999.0
2020-04-02 16:03:28.834605,6660.02,6662.45,6662.65,6663.46,6663.97,6664.02,6664.19,6664.21,6664.28,6664.33,6664.34,6660.35,6664.51,6660.98,6660.99,6661.21,6661.67,6661.98,6662.0,6662.24,1.0,0.25,0.294,1.918143,0.1,0.412,0.2,0.2,0.150123,0.2,0.2,0.004834,0.3,0.310969,4.0,0.193157,5.524997,4.0,0.03,0.003001,6660.01,6658.33,6658.0,6657.83,6657.6,6657.59,6657.58,6657.32,6657.15,6657.03,6656.78,6660.0,6656.77,6659.67,6659.18,6659.17,6659.14,6658.55,6658.51,6658.5,0.003645,0.1,0.03,0.28,0.044777,0.137224,0.193731,0.239157,1.25,0.126,0.189346,7.219218,0.499955,0.003232,0.126797,0.226797,0.145893,0.148,0.18174,0.005931,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,28831.858642578125,425.0,1585832579999.0
2020-04-02 16:03:30.026543,6661.15,6663.46,6663.7,6663.71,6663.95,6663.96,6664.0,6664.03,6664.11,6664.21,6664.33,6662.24,6664.34,6662.76,6662.77,6663.21,6663.22,6663.41,6663.44,6663.45,0.001996,1.918143,0.150202,0.150148,0.65019,0.5,0.03,0.150135,0.0425,0.2,0.200056,0.003001,0.2,0.250058,0.25,0.300264,0.300202,1.00006,0.2,0.310969,6660.44,6658.51,6658.5,6658.48,6658.43,6658.36,6658.33,6658.17,6658.0,6657.78,6657.6,6660.41,6657.59,6660.34,6660.19,6660.0,6659.55,6659.17,6659.14,6658.56,0.119295,0.18174,0.005931,0.28,1.25,0.303,0.1,0.25,0.03,0.00297,0.044777,0.263712,0.137224,0.003724,4.0,7.051239,0.300202,0.1,0.145893,1.050766,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,30025.473388671875,425.0,1585832579999.0
2020-04-02 16:03:31.184011,6661.74,6663.52,6663.66,6663.67,6663.95,6663.96,6664.0,6664.03,6664.11,6664.21,6664.33,6661.75,6664.34,6661.81,6663.19,6663.2,6663.41,6663.44,6663.45,6663.46,0.200173,0.300202,0.250079,0.25,0.680215,0.5,0.03,0.150135,0.0425,0.2,0.200081,0.003001,0.2,0.19709,0.225279,0.225205,1.00006,0.2,0.310969,1.918143,6660.64,6658.62,6658.57,6658.56,6658.51,6658.5,6658.48,6658.36,6658.33,6658.17,6657.79,6660.47,6657.78,6660.41,6660.02,6660.01,6660.0,6659.92,6659.17,6659.14,4.0,0.149,0.089031,1.050766,0.18174,0.005931,0.28,0.303,0.1,0.25,0.499955,0.033,0.00297,0.116061,0.601077,0.109998,7.051239,0.300202,0.1,0.145893,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,31183.1015625,425.0,1585832579999.0
2020-04-02 16:03:32.326584,6661.35,6663.41,6663.44,6663.46,6663.74,6663.75,6663.96,6664.0,6664.03,6664.11,6664.21,6661.67,6664.34,6661.69,6661.71,6661.75,6662.74,6662.75,6663.19,6663.2,0.003456,1.00006,0.2,1.918143,0.300202,0.25,0.3,0.03,0.150135,0.0425,0.2,0.060001,0.2,0.123621,4.0,1.9e-05,0.100097,0.1,0.225279,0.225205,6660.52,6658.62,6658.56,6658.51,6658.5,6658.36,6658.33,6658.17,6657.79,6657.78,6657.61,6660.26,6657.6,6660.08,6660.07,6660.0,6659.17,6659.14,6658.96,6658.63,0.003002,0.149,1.050766,0.18174,0.005931,0.303,0.1,0.25,0.499955,0.00297,0.032952,0.003263,0.044777,0.676099,0.063177,7.051239,0.1,0.145893,0.28,0.2,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,32325.9658203125,425.0,1585832579999.0
2020-04-02 16:03:33.436020,6661.24,6663.24,6663.45,6663.46,6663.74,6663.75,6663.95,6663.96,6664.0,6664.03,6664.11,6661.65,6664.21,6661.66,6661.75,6662.7,6662.75,6663.15,6663.18,6663.2,0.003287,0.300202,1.000013,1.818143,0.250035,0.25,0.48015,0.3,0.03,0.150135,0.0425,0.310406,0.2,0.1,1.9e-05,0.100033,0.1,0.725443,0.2,0.225205,6660.59,6658.62,6658.56,6658.51,6658.5,6658.36,6658.33,6658.18,6658.17,6658.0,6657.61,6660.52,6657.6,6660.05,6660.04,6660.0,6659.17,6659.14,6658.96,6658.63,0.004633,0.149,1.25,0.18174,0.005931,0.303,0.1,0.224877,0.25,0.03,0.032952,0.003002,0.044777,1.000034,0.063177,7.051239,0.1,0.145893,0.28,0.2,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,33435.324462890625,425.0,1585832579999.0
2020-04-02 16:03:34.537008,6661.23,6662.75,6663.11,6663.18,6663.2,6663.24,6663.45,6663.46,6663.74,6663.75,6663.95,6661.65,6663.96,6661.66,6661.74,6661.75,6661.93,6661.94,6662.66,6662.69,0.001541,0.1,0.425247,0.2,0.225205,0.300202,1.000013,1.818143,0.250035,0.25,0.48015,0.196846,0.3,0.1,0.122235,1.9e-05,0.060045,0.093285,0.610037,0.509998,6660.52,6658.96,6658.63,6658.62,6658.56,6658.51,6658.5,6658.36,6658.33,6658.18,6658.17,6660.11,6658.0,6660.1,6660.0,6659.97,6659.75,6659.18,6659.17,6659.14,0.003002,0.28,0.2,0.149,1.25,0.18174,0.005931,0.303,0.1,0.224877,0.25,0.244495,0.03,0.244449,7.608198,0.12426,0.300202,0.499955,0.1,0.145893,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,34536.0380859375,425.0,1585832579999.0
2020-04-02 16:03:35.672650,6661.75,6664.03,6664.11,6664.29,6664.32,6664.34,6664.47,6664.53,6664.55,6664.63,6664.83,6661.94,6664.98,6662.63,6662.75,6663.2,6663.46,6663.91,6663.96,6664.0,1.9e-05,0.150135,0.0425,0.600071,0.4,0.2,1.00007,0.090858,1.20968,2.379366,0.25,0.093285,0.2,0.004855,0.1,0.225205,1.818143,0.360077,0.3,0.03,6661.74,6660.01,6660.0,6659.97,6659.47,6659.18,6659.17,6659.14,6658.84,6658.63,6658.62,6661.42,6658.51,6661.41,6660.52,6660.42,6660.39,6660.38,6660.3,6660.02,0.992,0.300202,7.638198,0.12426,0.25,0.499955,0.1,0.145893,0.150116,0.2,0.149,0.118161,0.18174,0.004884,0.003002,1.000078,0.28,0.063997,1.25,1.000075,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,35671.2158203125,425.0,1585832579999.0
2020-04-02 16:03:36.860021,6661.94,6663.91,6663.96,6664.0,6664.03,6664.11,6664.29,6664.32,6664.34,6664.45,6664.53,6662.57,6664.63,6662.71,6662.74,6662.75,6663.15,6663.2,6663.37,6663.46,0.057996,0.360077,0.3,0.03,0.150135,0.0425,0.600071,0.4,0.2,0.399952,1.000028,0.003286,2.379366,0.217533,0.117528,0.1,0.210093,0.225205,0.555095,1.818143,6661.93,6660.13,6660.01,6660.0,6659.97,6659.18,6659.17,6659.14,6658.84,6658.63,6658.62,6661.64,6658.51,6661.6,6660.53,6660.52,6660.48,6660.39,6660.38,6660.14,1.0,0.28,1.000033,7.638198,0.12426,0.499955,0.1,0.145893,0.150116,0.2,0.149,0.251003,0.18174,0.004096,0.01,0.003002,1.25,0.064042,0.063997,0.280032,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,36858.62841796875,425.0,1585832579999.0
2020-04-02 16:03:38.033032,6661.94,6663.93,6663.96,6664.0,6664.03,6664.21,6664.22,6664.24,6664.32,6664.34,6664.48,6662.31,6664.53,6662.75,6663.1,6663.2,6663.37,6663.46,6663.87,6663.88,0.015839,0.0425,0.3,0.03,0.150135,0.500206,0.2,0.300202,0.2,0.2,0.090919,0.003976,0.090858,0.1,0.075085,0.225205,0.510055,1.818143,0.742591,0.4,6661.62,6660.52,6660.37,6660.13,6660.0,6659.97,6659.6,6659.18,6659.17,6659.14,6658.84,6661.61,6658.63,6661.6,6661.43,6661.4,6661.34,6661.21,6661.1,6661.05,0.129071,0.003002,0.300202,0.28,7.638198,0.12426,0.25,0.499955,0.1,0.145893,0.150116,0.125595,0.2,0.003474,0.931001,4.0,0.060854,0.01,1.000095,4.0,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,38032.73779296875,425.0,1585832579999.0
2020-04-02 16:03:39.145193,6661.93,6663.87,6663.93,6663.96,6664.0,6664.03,6664.07,6664.19,6664.22,6664.32,6664.34,6661.94,6664.52,6662.32,6662.69,6662.75,6663.1,6663.2,6663.37,6663.46,0.006003,0.742591,0.0425,0.3,0.03,0.150135,0.300202,0.200011,0.2,0.2,0.2,0.018872,0.09089,0.109455,0.196248,0.1,0.075085,0.225205,0.510055,1.818143,6661.25,6659.92,6659.18,6659.17,6659.14,6658.84,6658.64,6658.63,6658.62,6658.51,6658.5,6660.52,6658.47,6660.43,6660.39,6660.14,6660.13,6660.01,6660.0,6659.97,0.004496,0.300202,0.499955,0.1,0.145893,0.150116,0.032945,0.2,0.149,0.18174,0.005931,0.003002,0.126,1.000034,0.060854,0.280025,0.28,1.000026,7.638198,0.12426,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,39144.991455078125,425.0,1585832579999.0
2020-04-02 16:03:40.244727,6663.17,6664.31,6664.32,6664.34,6664.5,6664.53,6664.61,6664.72,6664.73,6664.98,6664.99,6663.18,6665.0,6663.2,6663.41,6663.46,6663.56,6663.93,6664.17,6664.18,0.191519,0.400067,0.2,0.2,0.090897,0.090858,0.4,0.15019,0.150121,0.2,0.077021,0.135073,1.0,0.1344,0.46507,1.818143,0.003445,0.0425,1.000068,1.818051,6661.67,6660.18,6660.0,6659.97,6659.38,6659.18,6659.17,6659.14,6658.64,6658.63,6658.62,6661.61,6658.6,6661.52,6661.51,6661.27,6661.26,6661.22,6660.73,6660.36,0.073889,0.288,7.686965,0.12426,0.00303,0.499955,0.1,0.145893,2.123895,0.2,0.149,0.003001,0.392,1.000064,4.28,0.235292,0.16016,0.075061,1.25,0.25,21.960041,6664.77,6670.0,6664.09,6664.77,146405.2410311,11.319999,75469.22378277,40243.1904296875,425.0,1585832579999.0
