,depth_ask_price_1,depth_ask_price_10,depth_ask_price_11,depth_ask_price_12,depth_ask_price_13,depth_ask_price_14,depth_ask_price_15,depth_ask_price_16,depth_ask_price_17,depth_ask_price_18,depth_ask_price_19,depth_ask_price_2,depth_ask_price_20,depth_ask_price_3,depth_ask_price_4,depth_ask_price_5,depth_ask_price_6,depth_ask_price_7,depth_ask_price_8,depth_ask_price_9,depth_ask_quantity_1,depth_ask_quantity_10,depth_ask_quantity_11,depth_ask_quantity_12,depth_ask_quantity_13,depth_ask_quantity_14,depth_ask_quantity_15,depth_ask_quantity_16,depth_ask_quantity_17,depth_ask_quantity_18,depth_ask_quantity_19,depth_ask_quantity_2,depth_ask_quantity_20,depth_ask_quantity_3,depth_ask_quantity_4,depth_ask_quantity_5,depth_ask_quantity_6,depth_ask_quantity_7,depth_ask_quantity_8,depth_ask_quantity_9,depth_bid_price_1,depth_bid_price_10,depth_bid_price_11,depth_bid_price_12,depth_bid_price_13,depth_bid_price_14,depth_bid_price_15,depth_bid_price_16,depth_bid_price_17,depth_bid_price_18,depth_bid_price_19,depth_bid_price_2,depth_bid_price_20,depth_bid_price_3,depth_bid_price_4,depth_bid_price_5,depth_bid_price_6,depth_bid_price_7,depth_bid_price_8,depth_bid_price_9,depth_bid_quantity_1,depth_bid_quantity_10,depth_bid_quantity_11,depth_bid_quantity_12,depth_bid_quantity_13,depth_bid_quantity_14,depth_bid_quantity_15,depth_bid_quantity_16,depth_bid_quantity_17,depth_bid_quantity_18,depth_bid_quantity_19,depth_bid_quantity_2,depth_bid_quantity_20,depth_bid_quantity_3,depth_bid_quantity_4,depth_bid_quantity_5,depth_bid_quantity_6,depth_bid_quantity_7,depth_bid_quantity_8,depth_bid_quantity_9,kline_base_volume,kline_close_price,kline_high_price,kline_low_price,kline_open_price,kline_quote_volume,kline_taker_base_volume,kline_taker_quote_volume,kline_time_since_update,kline_trade_number,kline_update_time
2020-04-02 15:30:43.987897,6679.27,6682.03,6682.38,6682.75,6683.24,6683.46,6683.58,6683.59,6683.6,6683.62,6684.58,6680.0,6684.59,6681.55,6681.56,6681.57,6681.58,6681.8,6681.81,6681.99,0.002992,0.291,0.300202,0.069493,0.404,0.297,0.326548,0.193178,0.002234,0.00297,2.65494,0.03,0.112063,1.000095,0.2,0.109998,4.0,0.250001,0.25,0.321004,6678.34,6675.04,6675.03,6675.0,6674.93,6674.92,6674.91,6674.66,6674.39,6674.32,6674.0,6678.27,6673.67,6678.07,6678.05,6676.69,6676.02,6676.01,6675.73,6675.72,0.137287,0.25,0.00297,0.5,1.34434,0.224643,1.25,0.007,0.026969,0.297,0.03,4.0,1.914923,0.503284,4.5,0.300202,0.499955,0.149666,1.914332,0.291,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,43986.4482421875,483.0,1585830599999.0
2020-04-02 15:30:45.120524,6683.03,6685.14,6685.27,6685.28,6685.29,6685.65,6685.66,6685.75,6685.95,6685.96,6686.0,6683.56,6686.02,6683.57,6683.58,6683.59,6683.6,6683.87,6684.71,6685.11,0.014621,0.7,0.114428,0.044875,0.069493,0.401138,0.023143,0.299144,0.27011,0.140071,0.03,0.680803,0.1,0.158774,0.326548,0.193178,0.002234,0.25,0.300256,0.700073,6681.64,6680.0,6679.82,6679.39,6679.38,6679.15,6678.93,6678.84,6678.27,6678.07,6677.48,6681.6,6677.06,6681.22,6680.77,6680.76,6680.44,6680.4,6680.32,6680.01,0.20782,0.03,0.028339,0.109998,0.109997,4.0,0.294,0.234323,0.003,0.399997,0.288,5.090464,0.14969,0.004138,4.5,4.0,0.156968,4.0,0.297,0.100293,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,45119.83837890625,483.0,1585830599999.0
2020-04-02 15:30:46.285081,6681.06,6682.08,6682.45,6683.1,6683.53,6683.58,6683.6,6683.71,6684.81,6685.03,6685.29,6681.19,6685.48,6681.38,6681.46,6681.49,6681.51,6681.58,6681.94,6682.0,4.0,4.0,0.229378,0.09848,0.288,0.180206,0.002234,0.25,0.00306,0.149655,0.465493,0.19303,0.288,0.224657,0.2,4.0,0.265,0.005817,0.187161,0.03,6679.84,6676.96,6676.68,6676.38,6676.37,6676.0,6675.73,6675.72,6675.03,6675.0,6674.9,6679.83,6674.66,6679.82,6679.17,6678.66,6678.6,6678.51,6677.04,6677.01,0.117596,0.25,0.00291,0.300048,0.3,0.03,0.291049,0.291,0.00297,1.75,0.408,0.104181,0.007,2.773404,0.152418,0.149634,0.04329,0.1,0.450008,0.2,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,46284.9287109375,483.0,1585830599999.0
2020-04-02 15:30:47.408083,6678.9,6680.51,6681.04,6681.14,6681.15,6681.37,6681.38,6681.93,6681.94,6682.03,6682.15,6679.16,6682.26,6679.17,6679.48,6679.56,6680.26,6680.27,6680.37,6680.5,0.055866,0.2,0.002992,0.052897,0.052824,0.424728,0.224657,0.058034,0.187161,0.388,0.303,2.167382,0.149721,0.190686,0.004223,1.7,0.240072,0.288,0.084293,0.16507,6678.6,6676.02,6676.0,6675.97,6675.77,6675.74,6675.45,6675.1,6675.0,6674.89,6674.66,6678.51,6674.39,6677.77,6677.22,6677.21,6676.38,6676.37,6676.05,6676.04,0.04329,0.499955,0.03,0.077885,0.400064,0.399997,0.25,0.618343,0.53413,1.25,0.007,0.1,0.026969,0.003418,0.057248,0.057174,0.300012,0.3,0.803193,0.195272,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,47407.9873046875,483.0,1585830599999.0
2020-04-02 15:30:48.500089,6679.08,6682.03,6682.11,6682.15,6682.59,6683.09,6683.41,6683.53,6683.58,6683.6,6683.87,6680.35,6683.89,6680.37,6680.48,6680.49,6680.51,6681.92,6681.93,6682.0,4.00141,0.388,0.25,0.303,0.2,0.00291,0.6,0.288,0.180206,0.002234,0.2,0.089134,0.408,0.084293,0.252892,0.052824,0.2,0.088103,0.058034,0.03,6678.76,6675.0,6674.67,6674.66,6674.39,6673.68,6673.66,6673.65,6673.55,6673.35,6673.3,6678.74,6673.21,6676.68,6676.38,6676.37,6676.29,6676.0,6675.36,6675.08,5.296469,1.785638,0.399997,0.007,0.026969,0.224654,0.299686,0.614899,0.044954,0.003,0.149743,0.004045,0.3,0.057174,0.499955,0.3,0.126,0.03,0.25,0.291,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,48499.811279296875,483.0,1585830599999.0
2020-04-02 15:30:49.634582,6678.77,6682.0,6682.03,6682.1,6682.13,6682.15,6682.59,6682.64,6683.09,6683.52,6683.53,6678.83,6683.58,6679.02,6679.08,6680.22,6680.36,6681.5,6681.86,6681.93,2.0,0.03,0.388,0.112063,0.1672,0.303,0.2,0.14972,0.00291,0.8,0.288,4.0,0.180206,2.222712,0.00141,0.078798,0.052824,0.003917,0.300202,0.058034,6678.76,6674.67,6674.66,6674.4,6674.39,6674.26,6673.78,6673.68,6673.66,6673.65,6673.55,6678.69,6673.35,6676.89,6676.3,6676.29,6676.0,6675.37,6675.08,6675.0,5.248368,0.399997,0.007,0.2,0.026969,0.25,0.2,0.224654,0.299686,0.614899,0.044954,0.004865,0.003,0.07368,0.057174,0.126,0.03,0.499955,0.291,0.535638,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,49633.307861328125,483.0,1585830599999.0
2020-04-02 15:30:50.800595,6678.83,6682.15,6682.59,6683.08,6683.09,6683.53,6683.58,6683.6,6683.73,6683.88,6683.89,6679.49,6684.0,6679.64,6679.83,6680.02,6680.03,6680.8,6681.93,6682.03,0.238737,0.303,0.2,0.112063,0.00291,0.288,0.180206,0.002234,0.149741,1.019965,0.408,4.0,0.03,0.18875,4.0,0.008978,0.052824,0.294,0.058034,0.388,6678.79,6674.72,6674.66,6674.55,6674.4,6674.39,6674.29,6674.26,6673.78,6673.74,6673.66,6678.76,6673.65,6677.01,6676.29,6676.01,6676.0,6675.37,6675.0,6674.73,1.0,0.077895,0.295,1.25,0.2,0.026969,0.149741,0.25,0.2,0.194621,0.299686,5.248368,0.614899,0.300202,0.126,0.057174,0.03,0.499955,0.538943,0.124618,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,50799.462646484375,483.0,1585830599999.0
2020-04-02 15:30:51.949834,6678.77,6680.47,6680.78,6680.8,6681.93,6682.03,6682.11,6682.15,6682.58,6682.59,6683.07,6678.83,6683.08,6678.98,6679.55,6680.0,6680.02,6680.03,6680.1,6680.46,4.0,0.2228,0.300202,0.294,0.058034,0.388,0.25,0.303,0.6,0.2,0.149274,0.007919,0.112063,4.0,0.196752,0.03,0.233608,0.052824,0.004839,0.2,6678.76,6675.0,6674.74,6674.73,6674.72,6674.66,6674.4,6674.39,6674.29,6673.78,6673.74,6678.43,6673.66,6676.53,6676.37,6676.29,6676.01,6676.0,6675.37,6675.36,5.187157,0.538943,0.189519,0.124618,0.077895,0.295,0.2,0.026969,0.149741,0.2,0.194621,0.003101,0.299686,1.04691,0.3,0.126,0.057174,0.03,0.499955,0.25,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,51949.32373046875,483.0,1585830599999.0
2020-04-02 15:30:53.071684,6681.49,6684.0,6684.12,6684.13,6684.59,6684.65,6684.66,6684.71,6684.72,6684.8,6684.98,6681.5,6685.27,6681.91,6682.61,6683.07,6683.39,6683.52,6683.58,6683.6,1.991493,0.03,0.060003,0.077892,0.449099,0.2,0.712063,0.2,0.173419,0.149744,0.300202,0.002993,0.058023,0.052824,0.003418,0.149274,0.442799,0.187958,0.180206,0.002234,6680.84,6678.76,6678.55,6678.0,6677.88,6677.59,6677.26,6677.12,6676.54,6676.53,6676.46,6680.72,6676.37,6680.48,6680.46,6680.05,6680.04,6680.03,6678.87,6678.86,1.0,5.009766,0.309,0.03,0.126,0.00288,1.25,0.297,0.5,1.04691,0.25,0.003029,0.3,4.0,0.359646,0.112992,0.002993,0.109997,0.25,0.25,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,53071.006591796875,483.0,1585830599999.0
2020-04-02 15:30:54.204526,6681.14,6682.88,6682.89,6683.06,6683.07,6683.42,6683.43,6683.52,6683.58,6683.6,6683.93,6681.39,6684.04,6681.46,6681.47,6681.9,6681.91,6682.0,6682.71,6682.72,2.205266,0.408072,0.408,0.14935,0.149274,0.485035,0.297,0.187958,0.480408,0.002234,0.00303,0.00212,0.544078,0.139753,0.002993,0.052899,0.052824,0.03,0.442869,0.442799,6678.95,6676.81,6676.54,6676.43,6676.37,6676.22,6676.0,6675.17,6675.11,6675.1,6675.0,6678.89,6674.93,6678.87,6678.76,6678.55,6678.4,6677.88,6677.36,6677.12,0.547389,0.003,0.5,0.149697,0.3,1.25,0.03,1.978294,0.023812,0.408,1.166502,0.002993,0.00303,0.557129,5.009766,0.309,0.25,0.126,0.25,0.297,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,54204.002685546875,483.0,1585830599999.0
2020-04-02 15:30:55.341363,6680.89,6683.08,6683.17,6683.28,6683.33,6683.43,6683.51,6683.52,6683.58,6683.6,6683.88,6681.85,6683.89,6681.86,6681.9,6681.91,6682.07,6682.08,6683.04,6683.07,0.002993,0.300202,0.442799,0.096173,0.09612,0.297,0.2,0.187958,0.180206,0.002234,0.187154,0.105061,0.187123,0.096656,0.549722,0.052824,0.103055,0.039521,0.449538,0.149274,6680.55,6678.76,6678.49,6678.4,6678.26,6678.0,6677.88,6677.42,6677.37,6677.36,6677.12,6679.97,6676.86,6679.96,6679.94,6679.85,6679.84,6679.83,6679.31,6679.3,0.003675,5.009766,0.294,0.25,0.300202,0.03,0.126,0.149687,0.22455,0.25,0.297,1.000063,0.181975,2.086146,2.086146,0.183261,0.156674,4.0,0.499955,0.002993,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,55338.4365234375,483.0,1585830599999.0
2020-04-02 15:30:56.477564,6681.85,6683.28,6683.33,6683.43,6683.52,6683.58,6683.6,6683.79,6683.89,6683.96,6684.0,6681.88,6684.07,6681.9,6681.91,6682.07,6682.08,6682.37,6682.98,6683.07,0.002993,0.096173,0.09612,0.297,0.187958,0.180206,0.002234,0.187206,0.187123,0.442799,0.03,0.198637,0.544047,0.194222,0.052824,0.103055,0.039521,0.004234,0.149361,0.149274,6680.82,6678.8,6678.76,6678.51,6678.0,6677.93,6677.89,6677.88,6677.37,6677.36,6677.12,6680.67,6676.86,6680.58,6680.57,6680.08,6680.03,6679.88,6679.83,6679.31,0.003766,0.1924,5.009766,0.303,0.03,0.149665,0.189501,0.126,0.22455,0.25,0.297,4.14965,0.181975,0.002993,0.330793,0.778002,4.0,0.032613,0.25,0.499955,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,56476.73828125,483.0,1585830599999.0
2020-04-02 15:30:57.619683,6681.64,6682.19,6682.22,6682.24,6682.96,6682.97,6683.07,6683.28,6683.33,6683.43,6683.52,6681.65,6683.53,6681.84,6681.85,6681.9,6681.91,6682.06,6682.07,6682.08,0.135054,0.913052,1.916167,1.91962,0.200017,0.2,0.149274,0.096173,0.09612,0.297,0.187958,0.204012,0.148,0.23904,0.002993,0.194222,0.052824,0.120015,0.103055,0.039521,6681.48,6679.83,6679.32,6679.31,6678.8,6678.76,6678.51,6678.0,6677.89,6677.88,6677.38,6680.82,6677.37,6680.67,6680.58,6680.1,6680.03,6680.0,6679.89,6679.88,3e-06,0.25,0.500004,0.499955,0.1924,5.112142,0.303,0.03,0.189501,0.126,0.183878,0.004302,0.22455,0.14965,0.002993,0.793014,4.0,0.022105,0.282661,0.032613,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,57618.93505859375,483.0,1585830599999.0
2020-04-02 15:30:58.785395,6681.77,6682.97,6683.07,6683.28,6683.33,6683.43,6683.52,6683.53,6683.58,6683.6,6683.88,6681.85,6683.89,6681.9,6681.91,6682.07,6682.08,6682.19,6682.94,6682.95,0.200765,0.2,0.149274,0.096173,0.09612,0.297,0.187958,0.148,0.180206,0.002234,0.62999,0.002993,0.187123,0.194222,0.052824,0.103055,0.039521,0.004969,0.299936,0.099861,6681.48,6679.89,6679.88,6679.83,6679.28,6679.27,6678.76,6678.51,6678.01,6677.9,6677.89,6680.91,6677.88,6680.7,6680.69,6680.67,6680.58,6680.12,6680.03,6680.0,3e-06,0.282661,0.032613,0.25,0.300278,0.300202,5.112142,0.303,0.499955,0.224543,0.189501,0.003727,0.126,0.33345,0.180193,0.14965,0.002993,1.000062,4.0,0.052105,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,58785.019287109375,483.0,1585830599999.0
2020-04-02 15:30:59.923361,6681.77,6682.95,6682.97,6683.07,6683.24,6683.27,6683.42,6683.43,6683.52,6683.53,6683.58,6681.85,6683.6,6681.9,6681.91,6682.04,6682.07,6682.08,6682.31,6682.94,0.200765,0.099861,0.2,0.149274,0.200084,0.2,0.485043,0.297,0.187958,0.148,0.180206,0.002993,0.002234,0.194222,0.052824,0.13509,0.103055,0.039521,0.004232,0.299936,6681.48,6680.03,6680.0,6679.88,6679.59,6679.58,6678.76,6678.57,6678.51,6678.01,6677.88,6681.02,6677.38,6680.95,6680.94,6680.92,6680.72,6680.67,6680.58,6680.12,3e-06,4.0,0.052105,0.032613,0.250091,0.25,5.112142,0.09524,0.303,0.499955,0.126,0.004219,0.183878,0.299088,0.174856,0.151558,0.149737,0.14965,0.002993,1.000062,53.533537,6690.35,6696.92,6685.82,6692.62,358239.72654013,20.90906,139933.57422799,59922.6611328125,483.0,1585830599999.0
2020-04-02 15:31:01.065146,6680.95,6682.07,6682.08,6682.84,6682.85,6682.96,6682.97,6683.05,6683.07,6683.24,6683.27,6681.56,6683.42,6681.57,6681.75,6681.84,6681.85,6681.9,6681.91,6682.04,0.005255,0.103055,0.039521,0.078832,0.078801,0.402048,0.2,0.20202,0.149274,0.200084,0.2,0.205231,0.485043,0.205202,0.009565,0.250059,0.002993,0.194222,0.052824,0.13509,6680.69,6679.06,6678.78,6678.77,6678.76,6678.57,6678.51,6678.01,6678.0,6677.88,6677.39,6680.68,6677.38,6680.67,6680.58,6680.0,6679.88,6679.59,6679.58,6679.07,0.147176,0.300202,1.000097,0.321199,5.112142,0.09524,0.303,0.499955,0.03,0.126,0.183118,0.169696,0.183878,0.14965,0.002993,0.022105,0.032613,0.250091,0.25,0.300215,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,1064.376220703125,1165.0,1585830659999.0
2020-04-02 15:31:02.253638,6680.95,6683.07,6683.38,6683.43,6683.52,6683.53,6683.58,6683.6,6684.0,6684.42,6684.47,6681.75,6684.63,6681.77,6681.85,6681.9,6682.08,6682.17,6683.02,6683.05,2e-06,0.149274,0.150077,0.297,0.187958,0.148,0.180206,0.002234,0.03,0.200076,0.2,1e-05,0.173456,0.192986,0.002993,0.194222,0.039521,0.003793,0.105082,0.20202,6680.94,6679.88,6679.33,6678.77,6678.76,6678.57,6678.16,6678.01,6677.88,6677.38,6677.22,6680.69,6677.12,6680.67,6680.61,6680.58,6680.46,6680.18,6680.01,6680.0,5.296606,0.032613,1.25,0.309,5.112142,0.09524,0.25,0.499955,0.126,0.183878,0.149689,4.0,0.297,0.14965,0.003568,0.002993,0.25,0.21271,0.321199,0.052105,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,2252.923095703125,1165.0,1585830659999.0
2020-04-02 15:31:03.465318,6685.58,6686.71,6686.72,6686.82,6686.98,6686.99,6687.0,6687.14,6687.44,6687.55,6687.56,6685.62,6687.63,6685.74,6685.75,6685.78,6685.91,6685.94,6685.96,6686.02,0.060068,0.156415,0.156352,0.044864,1.000062,0.197947,2.001584,0.442799,0.299068,1.190889,1.9,0.199986,0.025701,0.209066,0.299144,0.004688,0.359064,1.894658,0.252184,0.1,6684.26,6680.95,6680.94,6680.72,6680.36,6680.35,6680.0,6679.96,6679.6,6679.16,6678.93,6684.25,6678.77,6684.24,6684.21,6684.05,6682.77,6682.41,6682.0,6681.2,4.002991,0.499955,0.2,0.00306,1.912706,0.297,0.022105,0.25,0.149636,0.00303,0.404,0.321805,0.309,0.14965,0.114558,0.004553,0.25,0.288,1.0,1.25,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,3464.551513671875,1165.0,1585830659999.0
2020-04-02 15:31:04.641385,6684.99,6685.74,6685.75,6685.91,6685.96,6686.02,6686.69,6686.7,6686.72,6686.82,6686.98,6685.0,6686.99,6685.01,6685.03,6685.06,6685.37,6685.44,6685.51,6685.65,1.000046,0.187047,0.299144,0.143481,0.140071,0.1,0.450098,0.2,0.25,0.044864,1.000045,1.993184,0.197947,0.015,0.003735,0.20149,0.112152,0.112113,0.002991,0.486219,6684.26,6682.0,6681.0,6680.95,6680.84,6680.55,6680.54,6680.39,6680.35,6680.01,6680.0,6684.24,6679.96,6683.94,6682.78,6682.77,6682.47,6682.46,6682.42,6682.01,0.002991,1.03,0.126047,0.126,0.149611,1.00004,1.25,0.29703,0.297,0.272136,0.022105,0.14965,0.25,0.003564,0.250023,0.25,0.609977,0.109998,0.499955,1.000025,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,4640.404541015625,1165.0,1585830659999.0
2020-04-02 15:31:05.794010,6684.36,6686.32,6686.66,6686.67,6686.68,6686.7,6686.72,6686.76,6686.87,6686.88,6686.99,6685.0,6687.0,6685.01,6685.73,6685.74,6685.93,6685.96,6686.02,6686.28,0.190692,0.13758,1.00001,0.6,0.1,0.2,0.25,0.4,0.300219,0.300202,1.197965,0.005982,2.001584,0.015,0.18705,0.187047,0.270083,0.140071,0.1,0.137593,6683.6,6682.42,6682.0,6681.49,6681.2,6681.06,6680.95,6680.4,6680.35,6680.0,6679.96,6683.48,6679.8,6683.3,6683.29,6682.86,6682.81,6682.79,6682.77,6682.5,0.25,0.499955,1.03,0.17124,1.25,0.149608,0.126,0.321199,0.297,0.022105,0.25,4.0,0.147,0.002991,0.004258,0.203597,2.006968,0.154984,0.262928,0.109998,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,5793.337890625,1165.0,1585830659999.0
2020-04-02 15:31:06.941754,6684.51,6685.96,6686.01,6686.02,6686.37,6686.38,6686.67,6686.68,6686.7,6686.98,6686.99,6684.52,6687.0,6684.55,6684.94,6684.95,6684.99,6685.01,6685.83,6685.95,0.434095,0.140071,0.300202,0.1,0.442865,0.442799,0.300092,0.1,0.2,1.000093,0.197947,0.193856,2.001584,0.003947,1.992983,0.005982,0.012626,0.015,0.05192,0.54035,6683.63,6681.05,6680.95,6680.93,6680.36,6680.35,6680.27,6680.15,6680.14,6680.02,6680.01,6683.55,6680.0,6682.78,6682.43,6682.42,6682.24,6682.23,6682.05,6682.0,0.002991,0.126085,0.126,0.229361,0.547043,0.297,0.25,0.149689,0.149611,1.000074,1.25,0.004799,0.022105,0.109998,0.500012,0.501695,0.250058,0.25,1.000069,1.03,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,6940.75390625,1165.0,1585830659999.0
2020-04-02 15:31:08.082606,6683.8,6685.68,6685.69,6685.82,6685.83,6685.95,6685.96,6686.02,6686.08,6686.14,6686.67,6683.81,6686.68,6683.83,6683.87,6683.9,6684.17,6684.18,6684.99,6685.01,0.464076,0.300251,0.300202,0.05194,0.05192,0.240087,0.140071,0.1,0.442799,0.288,0.684069,0.193951,0.1,0.005982,2.000948,0.01738,0.103023,0.10296,0.012626,0.015,6682.5,6680.95,6680.36,6680.35,6680.27,6680.16,6680.01,6680.0,6679.83,6679.82,6679.8,6682.42,6679.7,6682.11,6682.1,6682.0,6681.16,6681.15,6681.05,6681.03,0.002992,0.126,0.547025,0.297,0.25,1.544841,0.052165,0.052105,0.336767,0.189694,0.147,0.00174,1.25,0.18963,0.189558,1.0,0.300266,0.300202,0.499955,0.25,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,8081.352783203125,1165.0,1585830659999.0
2020-04-02 15:31:09.209054,6683.79,6685.96,6686.0,6686.02,6686.61,6686.62,6686.68,6686.84,6686.87,6686.88,6686.98,6684.93,6686.99,6684.99,6685.01,6685.2,6685.21,6685.82,6685.83,6685.94,0.005982,0.140071,0.03,0.1,0.542896,0.442799,0.1,0.304783,0.149615,0.15507,1.00007,0.004946,0.197947,0.012626,0.015,0.060002,0.109998,0.05194,0.05192,0.2,6683.45,6680.96,6680.95,6680.43,6680.42,6680.36,6680.35,6680.28,6680.27,6680.16,6680.0,6682.81,6679.97,6682.51,6682.5,6682.42,6682.01,6682.0,6681.75,6681.72,0.003571,0.126004,0.126,1.000007,1.25,0.224446,0.297,0.224461,0.25,1.544841,0.052105,0.115378,0.14962,1.999455,0.002992,0.00174,0.499955,1.0,0.250008,0.25,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,9208.606689453125,1165.0,1585830659999.0
2020-04-02 15:31:10.361628,6683.43,6685.11,6685.2,6685.24,6685.44,6685.45,6685.69,6685.7,6685.82,6685.83,6685.94,6683.71,6685.96,6683.74,6683.89,6684.33,6684.38,6684.39,6684.99,6685.01,0.004543,0.002235,0.102899,0.102843,0.442859,0.442799,0.300268,0.300202,0.051968,0.05192,0.2,0.193489,0.140071,0.115414,0.002991,0.220063,0.109998,0.109997,0.012626,0.015,6682.62,6680.73,6680.4,6680.36,6680.28,6680.26,6680.16,6680.0,6679.82,6679.8,6679.61,6682.45,6679.38,6682.42,6682.34,6682.13,6680.99,6680.96,6680.95,6680.74,0.002992,0.25,1.000067,1.25,0.224461,0.25,1.544841,0.052105,0.189694,0.147,0.2,2.022845,0.2,0.00174,0.062813,0.003074,0.625988,0.499955,0.126,0.250028,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,10361.185791015625,1165.0,1585830659999.0
2020-04-02 15:31:11.504738,6683.43,6685.11,6685.2,6685.24,6685.65,6685.66,6685.82,6685.83,6685.93,6685.94,6685.96,6683.82,6686.0,6683.88,6683.89,6684.23,6684.24,6684.38,6684.99,6685.01,0.002296,0.002235,0.102899,0.102843,0.442879,0.442799,0.051968,0.05192,0.2,0.2,0.140071,0.004847,0.03,0.00407,0.002991,0.07574,0.197928,0.109998,0.012626,0.015,6682.64,6680.74,6680.73,6680.57,6680.56,6680.33,6680.3,6680.28,6680.17,6680.16,6680.09,6682.44,6680.0,6682.43,6682.42,6681.54,6681.53,6681.01,6680.96,6680.95,0.064848,0.250074,0.25,0.250087,0.25,0.474546,0.224445,0.224461,1.000088,1.544841,1.25,2.022867,0.052105,0.004982,0.00174,0.300284,0.300202,0.947223,0.821154,0.126,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,11504.1689453125,1165.0,1585830659999.0
2020-04-02 15:31:12.645977,6684.79,6685.82,6685.83,6685.95,6685.96,6686.0,6686.02,6686.48,6686.49,6686.51,6686.67,6684.94,6686.68,6684.95,6684.97,6684.99,6685.01,6685.1,6685.11,6685.14,0.004909,0.05193,0.05192,0.179009,0.140071,0.03,0.1,0.642812,0.2,0.442799,1.000006,0.05806,1.51,0.109997,0.002992,0.012626,0.015,0.180012,0.002235,0.207222,6683.79,6682.1,6681.84,6681.76,6680.95,6680.56,6680.47,6680.3,6680.28,6680.19,6680.16,6683.78,6680.0,6683.66,6683.54,6683.53,6682.66,6682.65,6682.43,6682.42,0.16018,0.25,0.300202,0.291,0.126,0.25,1.25,0.224445,0.224461,0.303,1.544841,0.155553,0.052105,0.002991,4.0,0.003288,4.0,0.2,0.499955,0.00174,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,12644.787109375,1165.0,1585830659999.0
2020-04-02 15:31:13.781296,6684.68,6685.01,6685.11,6685.78,6685.81,6685.83,6685.94,6685.95,6686.0,6686.02,6686.42,6684.82,6686.49,6684.83,6684.86,6684.92,6684.93,6684.95,6684.97,6684.99,0.00444,0.015,0.002235,0.120064,0.102833,0.05192,0.105062,0.298,0.03,0.1,0.642864,2.080658,0.2,0.206926,2.079346,0.025161,0.1,0.109997,0.002992,0.012626,6683.66,6680.97,6680.96,6680.95,6680.57,6680.56,6680.33,6680.3,6680.28,6680.27,6680.19,6683.39,6680.16,6682.66,6682.65,6682.42,6682.11,6682.1,6681.41,6681.4,0.002991,0.626004,0.499955,0.126,0.250046,0.25,0.696149,0.224445,0.224461,0.247183,0.303,0.004015,1.544841,0.200015,0.2,0.00174,0.250044,0.25,0.296061,0.296,166.237736,6681.48,6690.45,6670.78,6690.35,1110957.84526535,75.855327,506990.5410056,13778.6259765625,1165.0,1585830659999.0
